"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality"
"32764","05/15/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.820323791,-73.862722853,"(40.820323791, -73.862722853)",5781,"730-732 Taylor Ave, Bronx, NY 10473, USA","730-732","Taylor Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"71959","09/18/2015","ROBBERY","FELONY","BRONX",40,40.81159447,-73.908681056,"(40.81159447, -73.908681056)",5782,"752 Doris S. Torres Way, Bronx, NY 10455, USA","752","Doris S. Torres Way","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"8109","02/07/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",47,40.893218873,-73.859176009,"(40.893218873, -73.859176009)",5783,"647 E 232nd St, Bronx, NY 10466, USA","647","East 232nd Street","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA
"6173","01/28/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.807199186,-73.918353502,"(40.807199186, -73.918353502)",5784,"527-529 Msgr. Gerald J. Ryan Blvd, Bronx, NY 10454, USA","527-529","Msgr. Gerald J. Ryan Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
"12135","02/23/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",44,40.83655923,-73.914273566,"(40.83655923, -73.914273566)",5785,"1305-1315 Sheridan Ave, Bronx, NY 10456, USA","1305-1315","Sheridan Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"99241","12/24/2015","GRAND LARCENY","FELONY","BRONX",43,40.832851242,-73.863188463,"(40.832851242, -73.863188463)",5786,"1869-1875 Westchester Ave, Bronx, NY 10472, USA","1869-1875","Westchester Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"42603","06/14/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",46,40.849932932,-73.90562109,"(40.849932932, -73.90562109)",5787,"1925 Grand Concourse, Bronx, NY 10453, USA","1925","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10453","4903",NA
"7840","02/23/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.882320877,-73.860135726,"(40.882320877, -73.860135726)",5788,"3764 Barnes Ave, Bronx, NY 10467, USA","3764","Barnes Avenue","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"31214","05/06/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",52,40.868407122,-73.892607677,"(40.868407122, -73.892607677)",5789,"2760 Grand Concourse, Bronx, NY 10458, USA","2760","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"21324","04/07/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",40,40.802484091,-73.907884464,"(40.802484091, -73.907884464)",5790,"885 E 138th St, Bronx, NY 10454, USA","885","East 138th Street","West Bronx","Bronx","Bronx County","New York","United States","10454","2001",NA
"74041","09/23/2015","BURGLARY","FELONY","BRONX",44,40.831270161,-73.914265926,"(40.831270161, -73.914265926)",5791,"1142 College Ave, Bronx, NY 10456, USA","1142","College Avenue","Fleetwood - Concourse Village","Bronx","Bronx County","New York","United States","10456",NA,NA
"24567","04/13/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.873671035,-73.908013649,"(40.873671035, -73.908013649)",5792,"31-49 W 225th St, Bronx, NY 10463, USA","31-49","West 225th Street","West Bronx","Bronx","New York County","New York","United States","10463",NA,"New York"
"31709","05/08/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",44,40.838861771,-73.910306061,"(40.838861771, -73.910306061)",5793,"280 E 171st St, Bronx, NY 10457, USA","280","East 171st Street","West Bronx","Bronx","Bronx County","New York","United States","10457","8901",NA
"68226","09/04/2015","BURGLARY","FELONY","BRONX",43,40.812513751,-73.854935845,"(40.812513751, -73.854935845)",5794,"326-330 Newman Ave, Bronx, NY 10473, USA","326-330","Newman Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","2204",NA
"94966","12/07/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.808373589,-73.914107578,"(40.808373589, -73.914107578)",5795,"320-328 Beekman Ave, Bronx, NY 10454, USA","320-328","Beekman Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
"75515","10/01/2015","BURGLARY","FELONY","BRONX",44,40.836266064,-73.911328663,"(40.836266064, -73.911328663)",5796,"1335 College Ave, Bronx, NY 10456, USA","1335","College Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"83022","10/24/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.873671035,-73.908013649,"(40.873671035, -73.908013649)",5797,"31-49 W 225th St, Bronx, NY 10463, USA","31-49","West 225th Street","West Bronx","Bronx","New York County","New York","United States","10463",NA,"New York"
"27807","04/24/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",45,40.827532802,-73.821613113,"(40.827532802, -73.821613113)",5798,"736 Edison Ave, Bronx, NY 10465, USA","736","Edison Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465","2373",NA
"96719","12/29/2015","GRAND LARCENY","FELONY","BRONX",52,40.87187958,-73.879151375,"(40.87187958, -73.879151375)",5799,"3063 Hull Ave, Bronx, NY 10467, USA","3063","Hull Avenue","West Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"99896","12/27/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",42,40.836891096,-73.882796281,"(40.836891096, -73.882796281)",5800,"1820 Boone Ave, Bronx, NY 10460, USA","1820","Boone Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460","5102",NA
"88459","11/14/2015","OFFENSES RELATED TO CHILDREN","MISDEMEANOR","BRONX",44,40.827385306,-73.924496737,"(40.827385306, -73.924496737)",5801,"93 E 161st St, Bronx, NY 10452, USA","93","East 161st Street","Concourse","Bronx","Bronx County","New York","United States","10452",NA,NA
"42364","06/13/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.819435344,-73.911174055,"(40.819435344, -73.911174055)",5802,"517B E 156th St, Bronx, NY 10455, USA","517B","East 156th Street","West Bronx","Bronx","Bronx County","New York","United States","10455","1453",NA
"76080","09/30/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.835494793,-73.907820691,"(40.835494793, -73.907820691)",5803,"1357 Webster Ave, Bronx, NY 10456, USA","1357","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","1839",NA
"39418","06/03/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",44,40.829685886,-73.921155267,"(40.829685886, -73.921155267)",5804,"123 E 164th St, Bronx, NY 10452, USA","123","East 164th Street","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"99656","12/26/2015","GRAND LARCENY","FELONY","BRONX",48,40.84032552,-73.889147367,"(40.84032552, -73.889147367)",5805,"841-849 E 175th St, Bronx, NY 10460, USA","841-849","East 175th Street","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"10231","02/16/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX",46,40.852908431,-73.909340056,"(40.852908431, -73.909340056)",5806,"2005 Davidson Ave, Bronx, NY 10453, USA","2005","Davidson Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"55781","07/27/2015","HARRASSMENT 2","VIOLATION","BRONX",41,40.812520134,-73.902813002,"(40.812520134, -73.902813002)",5807,"561d Southern Blvd, Bronx, NY 10455, USA","561d","Southern Boulevard","Woodstock","Bronx","Bronx County","New York","United States","10455",NA,NA
"63087","08/19/2015","DANGEROUS WEAPONS","FELONY","BRONX",42,40.823006544,-73.90808007,"(40.823006544, -73.90808007)",5808,"907 Eagle Ave, Bronx, NY 10456, USA","907","Eagle Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"22916","04/12/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.867787091,-73.898986517,"(40.867787091, -73.898986517)",5809,"29 W Kingsbridge Rd, Bronx, NY 10468, USA","29","West Kingsbridge Road","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"65873","08/28/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.816872438,-73.850684927,"(40.816872438, -73.850684927)",5810,"509 Olmstead Ave, Bronx, NY 10473, USA","509","Olmstead Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","1873",NA
"67617","09/05/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.852141187,-73.922375722,"(40.852141187, -73.922375722)",5811,"20 Richman Plaza, Bronx, NY 10453, USA","20","Richman Plaza","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"559","01/05/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",52,40.860762736,-73.904651316,"(40.860762736, -73.904651316)",5812,"2319 Grand Ave, Bronx, NY 10468, USA","2319","Grand Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468","7006",NA
"92866","11/29/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.85568876,-73.89624311,"(40.85568876, -73.89624311)",5813,"365 Ford St, Bronx, NY 10457, USA","365","Ford Street","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"71731","09/16/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",45,40.815761446,-73.822107095,"(40.815761446, -73.822107095)",5814,"2726-2748 Lawton Ave, Bronx, NY 10465, USA","2726-2748","Lawton Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465",NA,NA
"92283","11/27/2015","FELONY ASSAULT","FELONY","BRONX",47,40.888513527,-73.841507621,"(40.888513527, -73.841507621)",5815,"1225 E 233rd St, Bronx, NY 10466, USA","1225","East 233rd Street","East Bronx","Bronx","Bronx County","New York","United States","10466","3335",NA
"76506","10/02/2015","CRIMINAL TRESPASS","MISDEMEANOR","BRONX",44,40.841221647,-73.920765728,"(40.841221647, -73.920765728)",5816,"1407 Jesup Ave, Bronx, NY 10452, USA","1407","Jesup Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"45085","06/22/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.825789871,-73.92335314,"(40.825789871, -73.92335314)",5817,"851 Grand Concourse, Bronx, NY 10451, USA","851","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10451","2937",NA
"5382","01/24/2015","PETIT LARCENY","MISDEMEANOR","BRONX",49,40.855571684,-73.867660345,"(40.855571684, -73.867660345)",5818,"2170-2176 White Plains Rd, Bronx, NY 10462, USA","2170-2176","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA
"54443","07/23/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.842995355,-73.921681624,"(40.842995355, -73.921681624)",5819,"1422-1440 Nelson Ave, Bronx, NY 10452, USA","1422-1440","Nelson Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"21675","04/04/2015","GRAND LARCENY","FELONY","BRONX",45,40.869224551,-73.824928896,"(40.869224551, -73.824928896)",5820,"2134 Bartow Ave, Bronx, NY 10475, USA","2134","Bartow Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475",NA,NA
"77909","10/07/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",50,40.885928726,-73.911392621,"(40.885928726, -73.911392621)",5821,"587 W 235th St, Bronx, NY 10463, USA","587","West 235th Street","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA
"79799","10/13/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",52,40.869223027,-73.893394567,"(40.869223027, -73.893394567)",5822,"2740 Creston Ave, Bronx, NY 10468, USA","2740","Creston Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468","2901",NA
"52503","07/17/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.868467378,-73.821582846,"(40.868467378, -73.821582846)",5823,"2270 Bartow Ave, Bronx, NY 10475, USA","2270","Bartow Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475","4618",NA
"68204","09/04/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",49,40.855901976,-73.842203483,"(40.855901976, -73.842203483)",5824,"1543-1545 Rhinelander Ave, Bronx, NY 10461, USA","1543-1545","Rhinelander Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA
"73023","09/20/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.820706205,-73.850213861,"(40.820706205, -73.850213861)",5825,"2140-2142 Seward Ave, Bronx, NY 10473, USA","2140-2142","Seward Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"30423","07/06/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.865033502,-73.895172831,"(40.865033502, -73.895172831)",5826,"2615 Grand Concourse, Bronx, NY 10468, USA","2615","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"64976","08/25/2015","MURDER & NON-NEGL. MANSLAUGHTER","FELONY","BRONX",50,40.889320349,-73.900302836,"(40.889320349, -73.900302836)",5827,"4578-4598 Manhattan College Pkwy, Bronx, NY 10471, USA","4578-4598","Manhattan College Parkway","West Bronx","Bronx","Bronx County","New York","United States","10471",NA,NA
"2152","01/12/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",43,40.839245031,-73.866684514,"(40.839245031, -73.866684514)",5828,"1563 Taylor Ave, Bronx, NY 10460, USA","1563","Taylor Avenue","East Bronx","Bronx","Bronx County","New York","United States","10460","3307",NA
"90756","11/21/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",49,40.86140136,-73.870009476,"(40.86140136, -73.870009476)",5829,"601-611 Waring Ave, Bronx, NY 10467, USA","601-611","Waring Avenue",NA,"Bronx","Bronx County","New York","United States","10467",NA,NA
"38981","06/01/2015","FELONY ASSAULT","FELONY","BRONX",44,40.84257528,-73.91379597,"(40.84257528, -73.91379597)",5830,"1525-1535 Walton Ave, Bronx, NY 10452, USA","1525-1535","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"73126","09/20/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",43,40.819750607,-73.865444584,"(40.819750607, -73.865444584)",5831,"726 Commonwealth Ave, Bronx, NY 10473, USA","726","Commonwealth Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","3404",NA
"96110","12/11/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.877526072,-73.862564974,"(40.877526072, -73.862564974)",5832,"781 E 211th St, Bronx, NY 10467, USA","781","East 211th Street","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"98384","12/20/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.806805828,-73.913408826,"(40.806805828, -73.913408826)",5833,"671 E 140th St, Bronx, NY 10454, USA","671","East 140th Street","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
"26953","04/21/2015","FELONY ASSAULT","FELONY","BRONX",42,40.835477295,-73.903213123,"(40.835477295, -73.903213123)",5834,"3711 Third Ave, Bronx, NY 10456, USA","3711","Third Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"91141","11/25/2015","GRAND LARCENY","FELONY","BRONX",43,40.824847505,-73.854117661,"(40.824847505, -73.854117661)",5835,"2001-2045 Story Ave, Bronx, NY 10473, USA","2001-2045","Story Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"32493","05/12/2015","ROBBERY","FELONY","BRONX",46,40.858030375,-73.906314529,"(40.858030375, -73.906314529)",5836,"2235-2237 Grand Ave, Bronx, NY 10453, USA","2235-2237","Grand Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453","1546",NA
"65604","08/27/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",41,40.82565785,-73.886414879,"(40.82565785, -73.886414879)",5837,"1083 Whitlock Ave, Bronx, NY 10459, USA","1083","Whitlock Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"80602","10/16/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",42,40.833648657,-73.905730918,"(40.833648657, -73.905730918)",5838,"1323-1329 Washington Ave, Bronx, NY 10456, USA","1323-1329","Washington Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"64251","08/23/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.822061845,-73.867976287,"(40.822061845, -73.867976287)",5839,"851A Noble Ave, Bronx, NY 10473, USA","851A","Noble Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"71086","09/14/2015","PETIT LARCENY","MISDEMEANOR","BRONX",50,40.885497121,-73.900445997,"(40.885497121, -73.900445997)",5840,"5824-5832 Broadway, Bronx, NY 10463, USA","5824-5832","Broadway","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA
"24569","04/13/2015","GRAND LARCENY","FELONY","BRONX",41,40.824307915,-73.892631876,"(40.824307915, -73.892631876)",5841,"1031 Westchester Ave, Bronx, NY 10459, USA","1031","Westchester Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459","2416",NA
"76910","10/03/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX",42,40.839777318,-73.905386128,"(40.839777318, -73.905386128)",5842,"1601-1629 Webster Ave, Bronx, NY 10457, USA","1601-1629","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"91043","11/22/2015","FELONY ASSAULT","FELONY","BRONX",40,40.812161567,-73.926385298,"(40.812161567, -73.926385298)",5843,"268-304 Morris Ave, Bronx, NY 10451, USA","268-304","Morris Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"31307","05/21/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.816171303,-73.930315146,"(40.816171303, -73.930315146)",5844,"370 Gerard Ave, Bronx, NY 10451, USA","370","Gerard Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451","5432",NA
"74512","09/25/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",48,40.84783644,-73.89354089,"(40.84783644, -73.89354089)",5845,"2007-2029 Lafontaine Ave, Bronx, NY 10457, USA","2007-2029","Lafontaine Avenue","Tremont","Bronx","Bronx County","New York","United States","10457","3312",NA
"47381","06/30/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.820331527,-73.864623264,"(40.820331527, -73.864623264)",5846,"728 St Lawrence Ave, Bronx, NY 10473, USA","728","Saint Lawrence Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","3431",NA
"85187","11/01/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",46,40.84932069,-73.912359481,"(40.84932069, -73.912359481)",5847,"1800 Davidson Ave, Bronx, NY 10453, USA","1800","Davidson Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"27332","05/04/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",52,40.875698895,-73.880536588,"(40.875698895, -73.880536588)",5848,"3182 Rochambeau Ave, Bronx, NY 10467, USA","3182","Rochambeau Avenue","West Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"45856","06/26/2015","GRAND LARCENY","FELONY","BRONX",52,40.8591719,-73.90941105,"(40.8591719, -73.90941105)",5849,"2195-2247 Andrews Ave N, Bronx, NY 10468, USA","2195-2247","Andrews Avenue North","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"7612","02/05/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.829510182,-73.874610305,"(40.829510182, -73.874610305)",5850,"1621 Westchester Ave, Bronx, NY 10472, USA","1621","Westchester Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","2916",NA
"8006","02/05/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",45,40.839909774,-73.837160069,"(40.839909774, -73.837160069)",5851,"3022 E Tremont Ave, Bronx, NY 10461, USA","3022","East Tremont Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA
"39250","06/02/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",44,40.841694933,-73.911108193,"(40.841694933, -73.911108193)",5852,"1539 Sheridan Ave, Bronx, NY 10457, USA","1539","Sheridan Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"51394","07/13/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",44,40.837842121,-73.919627752,"(40.837842121, -73.919627752)",5853,"2 E 169th St, Bronx, NY 10452, USA","2","East 169th Street","West Bronx","Bronx","Bronx County","New York","United States","10452","7800",NA
"87762","11/10/2015","FELONY ASSAULT","FELONY","BRONX",47,40.898669939,-73.854841861,"(40.898669939, -73.854841861)",5854,"683-685 Nereid Ave, Bronx, NY 10470, USA","683-685","Nereid Avenue","East Bronx","Bronx","Bronx County","New York","United States","10470","1514",NA
"55318","07/26/2015","FELONY ASSAULT","FELONY","BRONX",42,40.841352628,-73.892669421,"(40.841352628, -73.892669421)",5855,"743-747 Crotona Park N, Bronx, NY 10457, USA","743-747","Crotona Park North","West Bronx","Bronx","Bronx County","New York","United States","10457","6803",NA
"5349","01/25/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",46,40.860086139,-73.893629737,"(40.860086139, -73.893629737)",5856,"361-373 E 188th St, Bronx, NY 10458, USA","361-373","East 188th Street","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"31035","05/08/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.826159408,-73.8776554,"(40.826159408, -73.8776554)",5857,"1105 Boynton Ave, Bronx, NY 10472, USA","1105","Boynton Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"4131","01/19/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",45,40.84141004,-73.82336128,"(40.84141004, -73.82336128)",5858,"1355-1365 Country Club Rd, Bronx, NY 10465, USA","1355-1365","Country Club Road","East Bronx","Bronx","Bronx County","New York","United States","10465","1321",NA
"87561","11/09/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",41,40.824130238,-73.890489544,"(40.824130238, -73.890489544)",5859,"1034 Hoe Ave, Bronx, NY 10459, USA","1034","Hoe Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459","3604",NA
"27731","04/24/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",44,40.837778868,-73.919450746,"(40.837778868, -73.919450746)",5860,"2 E 169th St, Bronx, NY 10452, USA","2","East 169th Street","West Bronx","Bronx","Bronx County","New York","United States","10452","7800",NA
"99033","12/23/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",52,40.863458331,-73.901737119,"(40.863458331, -73.901737119)",5861,"2450-2474 Davidson Ave, Bronx, NY 10468, USA","2450-2474","Davidson Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"60511","08/11/2015","FELONY ASSAULT","FELONY","BRONX",44,40.84436218,-73.910320331,"(40.84436218, -73.910320331)",5862,"1698 Selwyn Ave, Bronx, NY 10457, USA","1698","Selwyn Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"74451","09/26/2015","PETIT LARCENY","MISDEMEANOR","BRONX",41,40.825471963,-73.892940737,"(40.825471963, -73.892940737)",5863,"1075 Simpson St, Bronx, NY 10459, USA","1075","Simpson Street","West Bronx","Bronx","Bronx County","New York","United States","10459","2444",NA
"6432","01/29/2015","HARRASSMENT 2","VIOLATION","BRONX",50,40.882394129,-73.895648132,"(40.882394129, -73.895648132)",5864,"3830 Sedgwick Ave, Bronx, NY 10463, USA","3830","Sedgwick Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463","4402",NA
"55771","07/27/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX",52,40.862763361,-73.901080165,"(40.862763361, -73.901080165)",5865,"2459 Jerome Ave, Bronx, NY 10468, USA","2459","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"65552","08/27/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",42,40.833648657,-73.905730918,"(40.833648657, -73.905730918)",5866,"1323-1329 Washington Ave, Bronx, NY 10456, USA","1323-1329","Washington Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"17399","03/16/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",44,40.837971242,-73.915944998,"(40.837971242, -73.915944998)",5867,"130 Marcy Pl, Bronx, NY 10452, USA","130","Marcy Place","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"31714","05/08/2015","HARRASSMENT 2","VIOLATION","BRONX",45,40.847149721,-73.832898997,"(40.847149721, -73.832898997)",5868,"2889 Buhre Ave, Bronx, NY 10461, USA","2889","Buhre Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA
"59601","08/08/2015","FELONY ASSAULT","FELONY","BRONX",46,40.860424388,-73.894337766,"(40.860424388, -73.894337766)",5869,"333-337 E 188th St, Bronx, NY 10458, USA","333-337","East 188th Street","West Bronx","Bronx","Bronx County","New York","United States","10458","5405",NA
"86253","11/06/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",41,40.823270624,-73.895856466,"(40.823270624, -73.895856466)",5870,"1000-1006 Kelly St, Bronx, NY 10459, USA","1000-1006","Kelly Street","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"27860","04/24/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.889655335,-73.845570123,"(40.889655335, -73.845570123)",5871,"1079-1129 E 233rd St, Bronx, NY 10466, USA","1079-1129","East 233rd Street","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA
"49144","07/06/2015","FELONY ASSAULT","FELONY","BRONX",44,40.834728926,-73.911200616,"(40.834728926, -73.911200616)",5872,"1290-1300 Rev. Charles Britt Way, Bronx, NY 10456, USA","1290-1300","Rev. Charles Britt Way","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"88415","11/20/2015","THEFT-FRAUD","FELONY","BRONX",44,40.838666958,-73.917754718,"(40.838666958, -73.917754718)",5873,"15-35 Marcy Pl, Bronx, NY 10452, USA","15-35","Marcy Place","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA
"53252","07/19/2015","MURDER & NON-NEGL. MANSLAUGHTER","FELONY","BRONX",48,40.844258872,-73.881062904,"(40.844258872, -73.881062904)",5874,"921-945 E 180th St, Bronx, NY 10460, USA","921-945","East 180th Street","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"29012","04/30/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.822843728,-73.903643392,"(40.822843728, -73.903643392)",5875,"750-778 E 163rd St, Bronx, NY 10456, USA","750-778","East 163rd Street","Morrisania","Bronx","Bronx County","New York","United States","10456",NA,NA
"28897","04/28/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",52,40.882717807,-73.88124725,"(40.882717807, -73.88124725)",5876,"5e E Gun Hill Rd, Bronx, NY 10467, USA","5e","East Gun Hill Road","West Bronx","Bronx","Bronx County","New York","United States","10467","2105",NA
