"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","X[[i]]"
"19508","03/26/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.867744617,-73.907240888,"(40.867744617, -73.907240888)",1226,"2555 Sedgwick Ave, Bronx, NY 10468, USA","2555","Sedgwick Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468","3872",NA,NA
"88876","11/14/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",46,40.847786004,-73.901655451,"(40.847786004, -73.901655451)",1227,"366-388 E Tremont Ave, Bronx, NY 10457, USA","366-388","East Tremont Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457","4241",NA,NA
"6607","01/30/2015","HARRASSMENT 2","VIOLATION","BRONX",50,40.880589654,-73.910549917,"(40.880589654, -73.910549917)",1228,"3135-3169 Irwin Ave, Bronx, NY 10463, USA","3135-3169","Irwin Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"97777","12/19/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.837577934,-73.854458365,"(40.837577934, -73.854458365)",1229,"1550-1594 Odell St, Bronx, NY 10462, USA","1550-1594","Odell Street","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA,NA
"55251","07/27/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.848676301,-73.909602455,"(40.848676301, -73.909602455)",1230,"1850-1874 Walton Ave, Bronx, NY 10453, USA","1850-1874","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"43760","06/18/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",52,40.859094495,-73.915932762,"(40.859094495, -73.915932762)",1231,"7 Cedar Ave, Bronx, NY 10468, USA","7","Cedar Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"99680","12/26/2015","GRAND LARCENY","FELONY","BRONX",40,40.809092626,-73.925854062,"(40.809092626, -73.925854062)",1232,"209 Alexander Ave, Bronx, NY 10454, USA","209","Alexander Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"9633","02/12/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.836652522,-73.907146909,"(40.836652522, -73.907146909)",1233,"1400 Webster Ave, Bronx, NY 10456, USA","1400","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","1807",NA,NA
"31972","05/09/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",52,40.87251235,-73.880582087,"(40.87251235, -73.880582087)",1234,"309 E Mosholu Pkwy N, Bronx, NY 10467, USA","309","East Mosholu Parkway North","West Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA,NA
"7941","02/05/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",43,40.825404949,-73.883279008,"(40.825404949, -73.883279008)",1235,"1100 Bronx River Ave, Bronx, NY 10472, USA","1100","Bronx River Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","3102",NA,NA
"27792","04/24/2015","HARRASSMENT 2","VIOLATION","BRONX",41,40.820151595,-73.886062982,"(40.820151595, -73.886062982)",1236,"883 Longfellow Ave, Bronx, NY 10474, USA","883","Longfellow Avenue","West Bronx","Bronx","Bronx County","New York","United States","10474","4803",NA,NA
"22180","04/03/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",44,40.840739186,-73.921655368,"(40.840739186, -73.921655368)",1237,"1354 Edward L Grant Hwy, Bronx, NY 10452, USA","1354","Edward L Grant Highway","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"81850","10/20/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.829087545,-73.9135063,"(40.829087545, -73.9135063)",1238,"1063 Teller Ave, Bronx, NY 10456, USA","1063","Teller Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","5938",NA,NA
"80193","10/16/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",52,40.861872559,-73.912809305,"(40.861872559, -73.912809305)",1239,"Major Deegan Expy, Bronx, NY 10468, USA",NA,"Major Deegan Expressway","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"9201","02/10/2015","GRAND LARCENY","FELONY","BRONX",44,40.844351811,-73.914744223,"(40.844351811, -73.914744223)",1240,"1581 Jerome Ave, Bronx, NY 10452, USA","1581","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"60323","08/12/2015","HARRASSMENT 2","VIOLATION","BRONX",45,40.882129627,-73.828254492,"(40.882129627, -73.828254492)",1241,"2256 Tillotson Ave, Bronx, NY 10475, USA","2256","Tillotson Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475",NA,NA,NA
"89694","11/17/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.874500865,-73.855375542,"(40.874500865, -73.855375542)",1242,"3514-3516 Laconia Ave, Bronx, NY 10469, USA","3514-3516","Laconia Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469","1411",NA,NA
"56615","07/30/2015","CRIMINAL TRESPASS","MISDEMEANOR","BRONX",44,40.843071553,-73.909534172,"(40.843071553, -73.909534172)",1243,"1648 Morris Ave, Bronx, NY 10457, USA","1648","Morris Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"68868","09/12/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",43,40.816366145,-73.867626311,"(40.816366145, -73.867626311)",1244,"1689-1705 Randall Ave, Bronx, NY 10473, USA","1689-1705","Randall Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA,NA
"10034","02/14/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",40,40.803985922,-73.915666438,"(40.803985922, -73.915666438)",1245,"161-165 Cypress Ave, Bronx, NY 10454, USA","161-165","Cypress Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"50219","09/22/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",1246,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA,NA
"28860","04/28/2015","FORGERY","FELONY","BRONX",46,40.853587401,-73.900591356,"(40.853587401, -73.900591356)",1247,"2105 Ryer Ave, Bronx, NY 10457, USA","2105","Ryer Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"98857","12/29/2015","FELONY ASSAULT","FELONY","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",1248,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA,NA
"74331","09/24/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",52,40.864724674,-73.890683006,"(40.864724674, -73.890683006)",1249,"2644-2650 Marion Ave, Bronx, NY 10458, USA","2644-2650","Marion Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"31552","05/07/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX",48,40.853182203,-73.889635622,"(40.853182203, -73.889635622)",1250,"2251 Arthur Ave, Bronx, NY 10458, USA","2251","Arthur Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"92231","11/28/2015","BURGLARY","FELONY","BRONX",41,40.812780221,-73.889865183,"(40.812780221, -73.889865183)",1251,"629-657 Casanova St, Bronx, NY 10474, USA","629-657","Casanova Street","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA,NA
"87431","11/09/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",45,40.815384857,-73.823527898,"(40.815384857, -73.823527898)",1252,"256-258 Graff Ave, Bronx, NY 10465, USA","256-258","Graff Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465",NA,NA,NA
"22925","04/09/2015","PETIT LARCENY","MISDEMEANOR","BRONX",49,40.859378416,-73.841399913,"(40.859378416, -73.841399913)",1253,"1555 Astor Ave, Bronx, NY 10469, USA","1555","Astor Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469","6421",NA,NA
"14327","03/04/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.807199186,-73.918353502,"(40.807199186, -73.918353502)",1254,"527-529 Msgr. Gerald J. Ryan Blvd, Bronx, NY 10454, USA","527-529","Msgr. Gerald J. Ryan Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"19599","03/25/2015","FRAUDS","MISDEMEANOR","BRONX",47,40.881530834,-73.829803819,"(40.881530834, -73.829803819)",1255,"Baychester Ave, Bronx, NY 10475, USA",NA,"Baychester Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475",NA,NA,NA
"59509","08/08/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.860086139,-73.893629737,"(40.860086139, -73.893629737)",1256,"361-373 E 188th St, Bronx, NY 10458, USA","361-373","East 188th Street","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"9656","02/12/2015","ADMINISTRATIVE CODE","MISDEMEANOR","BRONX",44,40.835708982,-73.915102225,"(40.835708982, -73.915102225)",1257,"1269 Sheridan Ave, Bronx, NY 10456, USA","1269","Sheridan Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"479","01/02/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.853374826,-73.916334002,"(40.853374826, -73.916334002)",1258,"1840-1850 Phelan Pl, Bronx, NY 10453, USA","1840-1850","Phelan Place","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"96478","12/14/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.832664052,-73.827934086,"(40.832664052, -73.827934086)",1259,"3429 E Tremont Ave, Bronx, NY 10465, USA","3429","East Tremont Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465",NA,NA,NA
"41915","06/13/2015","FELONY ASSAULT","FELONY","BRONX",52,40.86665418,-73.89662009,"(40.86665418, -73.89662009)",1260,"2646-2648 Morris Ave, Bronx, NY 10468, USA","2646-2648","Morris Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468","4414",NA,NA
"29339","05/01/2015","HARRASSMENT 2","VIOLATION","BRONX",52,40.859975404,-73.905133257,"(40.859975404, -73.905133257)",1261,"2291 Grand Ave, Bronx, NY 10468, USA","2291","Grand Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"30044","05/02/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",44,40.840436321,-73.916397256,"(40.840436321, -73.916397256)",1262,"1411 Townsend Ave, Bronx, NY 10452, USA","1411","Townsend Avenue","Mount Eden","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"20029","04/01/2015","GRAND LARCENY","FELONY","BRONX",44,40.840100856,-73.915559219,"(40.840100856, -73.915559219)",1263,"1414 Walton Ave, Bronx, NY 10452, USA","1414","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"6757","02/01/2015","DANGEROUS DRUGS","FELONY","BRONX",44,40.835902076,-73.928686331,"(40.835902076, -73.928686331)",1264,"199 W 166th St, Bronx, NY 10452, USA","199","West 166th Street","West Bronx","Bronx","Bronx County","New York","United States","10452","4500",NA,NA
"17451","03/16/2015","GRAND LARCENY","FELONY","BRONX",45,40.826209946,-73.821678085,"(40.826209946, -73.821678085)",1265,"3727 E Tremont Ave, Bronx, NY 10465, USA","3727","East Tremont Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465",NA,NA,NA
"99701","12/26/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",42,40.83096906,-73.889426744,"(40.83096906, -73.889426744)",1266,"1426-1428 Vyse Ave, Bronx, NY 10459, USA","1426-1428","Vyse Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"19803","03/27/2015","FRAUDS","MISDEMEANOR","BRONX",43,40.825462558,-73.870401262,"(40.825462558, -73.870401262)",1267,"1023-1029 Sound View Ave, Bronx, NY 10472, USA","1023-1029","Sound View Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA,NA
"51232","07/13/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",48,40.841183585,-73.879893816,"(40.841183585, -73.879893816)",1268,"1030 E 178th St, Bronx, NY 10460, USA","1030","East 178th Street","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"78529","10/09/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",47,40.905390295,-73.849483984,"(40.905390295, -73.849483984)",1269,"4770 White Plains Rd, Bronx, NY 10470, USA","4770","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10470",NA,NA,NA
"16609","03/13/2015","PETIT LARCENY","MISDEMEANOR","BRONX",41,40.823876276,-73.891862968,"(40.823876276, -73.891862968)",1270,"1035-1039 La 65 de Infantería, Bronx, NY 10459, USA","1035-1039","La 65 de Infantería","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"52354","07/22/2015","PETIT LARCENY","MISDEMEANOR","BRONX",41,40.82417053,-73.889568117,"(40.82417053, -73.889568117)",1271,"1030 Faile St, Bronx, NY 10459, USA","1030","Faile Street","West Bronx","Bronx","Bronx County","New York","United States","10459","3787",NA,NA
"4829","01/23/2015","GRAND LARCENY","FELONY","BRONX",43,40.833290075,-73.872489178,"(40.833290075, -73.872489178)",1272,"1338 Fteley Ave, Bronx, NY 10472, USA","1338","Fteley Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","1702",NA,NA
"36542","05/24/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",43,40.821235542,-73.87273267,"(40.821235542, -73.87273267)",1273,"875 Morrison Ave, Bronx, NY 10473, USA","875","Morrison Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA,NA
"87531","11/09/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.810033244,-73.916616065,"(40.810033244, -73.916616065)",1274,"535-545 E 142nd St, Bronx, NY 10454, USA","535-545","East 142nd Street","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"28951","04/28/2015","ROBBERY","FELONY","BRONX",42,40.830399625,-73.896936592,"(40.830399625, -73.896936592)",1275,"823 Freeman St, Bronx, NY 10459, USA","823","Freeman Street","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"85601","11/02/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.842666567,-73.8889483,"(40.842666567, -73.8889483)",1276,"785-789 Fairmount Pl, Bronx, NY 10460, USA","785-789","Fairmount Place","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"44029","06/21/2015","HARRASSMENT 2","VIOLATION","BRONX",41,40.819032295,-73.889442965,"(40.819032295, -73.889442965)",1277,"889 Hunts Point Ave, Bronx, NY 10474, USA","889","Hunts Point Avenue","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA,NA
"14433","03/05/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",47,40.888521069,-73.860082898,"(40.888521069, -73.860082898)",1278,"687-699 E 226th St, Bronx, NY 10466, USA","687-699","East 226th Street","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA,NA
"70298","09/11/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",49,40.864329724,-73.867393455,"(40.864329724, -73.867393455)",1279,"2542A White Plains Rd, Bronx, NY 10467, USA","2542A","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA,NA
"67613","09/05/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.838074314,-73.914278841,"(40.838074314, -73.914278841)",1280,"1362 Grand Concourse, Bronx, NY 10456, USA","1362","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"82550","11/10/2015","FELONY ASSAULT","FELONY","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",1281,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA,NA
"58608","08/05/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.863338448,-73.896469785,"(40.863338448, -73.896469785)",1282,"2537 Grand Concourse, Bronx, NY 10468, USA","2537","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"69158","09/11/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.900359775,-73.856324894,"(40.900359775, -73.856324894)",1283,"4429 Carpenter Ave, Bronx, NY 10470, USA","4429","Carpenter Avenue","East Bronx","Bronx","Bronx County","New York","United States","10470","1440",NA,NA
"86542","11/08/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",48,40.855017438,-73.883075218,"(40.855017438, -73.883075218)",1284,"2431 Crotona Ave, Bronx, NY 10458, USA","2431","Crotona Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"33442","05/15/2015","GRAND LARCENY","FELONY","BRONX",48,40.851215239,-73.893611391,"(40.851215239, -73.893611391)",1285,"4401 Third Ave, Bronx, NY 10457, USA","4401","Third Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"25737","04/17/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",48,40.85149332,-73.894554374,"(40.85149332, -73.894554374)",1286,"2108-2112 Bathgate Ave, Bronx, NY 10457, USA","2108-2112","Bathgate Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457","3267",NA,NA
"76134","10/21/2015","FELONY ASSAULT","FELONY","BRONX",40,40.808897571,-73.906708799,"(40.808897571, -73.906708799)",1287,"829 E 144th St, Bronx, NY 10454, USA","829","East 144th Street","West Bronx","Bronx","Bronx County","New York","United States","10454","1701",NA,NA
"69440","09/08/2015","ROBBERY","FELONY","BRONX",52,40.864140648,-73.891313038,"(40.864140648, -73.891313038)",1288,"2618 Marion Ave, Bronx, NY 10458, USA","2618","Marion Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"94373","12/06/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.840724965,-73.909710839,"(40.840724965, -73.909710839)",1289,"1495 Morris Ave, Bronx, NY 10457, USA","1495","Morris Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"29100","04/29/2015","HARRASSMENT 2","VIOLATION","BRONX",45,40.882129627,-73.828254492,"(40.882129627, -73.828254492)",1290,"2256 Tillotson Ave, Bronx, NY 10475, USA","2256","Tillotson Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475",NA,NA,NA
"13011","02/27/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",40,40.805501602,-73.916477255,"(40.805501602, -73.916477255)",1291,"603 E 137th St, Bronx, NY 10454, USA","603","East 137th Street","West Bronx","Bronx","Bronx County","New York","United States","10454","3101",NA,NA
"79923","10/14/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",47,40.886386762,-73.826496691,"(40.886386762, -73.826496691)",1292,"4140 Boston Rd, Bronx, NY 10475, USA","4140","Boston Road","East Bronx","Bronx","Bronx County","New York","United States","10475","1103",NA,NA
"50548","07/13/2015","BURGLARY","FELONY","BRONX",44,40.830327595,-73.912760304,"(40.830327595, -73.912760304)",1293,"1117 Teller Ave, Bronx, NY 10456, USA","1117","Teller Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"47380","06/30/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.814286944,-73.92364456,"(40.814286944, -73.92364456)",1294,"302-306 E 143rd St, Bronx, NY 10451, USA","302-306","East 143rd Street","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"30988","05/05/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",47,40.887313634,-73.847271758,"(40.887313634, -73.847271758)",1295,"4111 Laconia Ave, Bronx, NY 10466, USA","4111","Laconia Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466","4901",NA,NA
"96417","12/12/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",49,40.844753298,-73.846516495,"(40.844753298, -73.846516495)",1296,"1500 Williamsbridge Rd, Bronx, NY 10461, USA","1500","Williamsbridge Road","East Bronx","Bronx","Bronx County","New York","United States","10461","2503",NA,NA
"53844","07/21/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX",43,40.831772408,-73.875144468,"(40.831772408, -73.875144468)",1297,"1302 Morrison Ave, Bronx, NY 10472, USA","1302","Morrison Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA,NA
"96536","12/13/2015","ROBBERY","FELONY","BRONX",46,40.85241671,-73.919899319,"(40.85241671, -73.919899319)",1298,"1793 Sedgwick Ave, Bronx, NY 10453, USA","1793","Sedgwick Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"55185","08/12/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",1299,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA,NA
"97492","12/22/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.836600872,-73.889070454,"(40.836600872, -73.889070454)",1300,"1691 Boston Rd, Bronx, NY 10460, USA","1691","Boston Road","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"53284","07/27/2015","GRAND LARCENY","FELONY","BRONX",47,40.875401675,-73.864887203,"(40.875401675, -73.864887203)",1301,"3420 Holland Ave, Bronx, NY 10467, USA","3420","Holland Avenue","East Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA,NA
"70246","09/11/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",42,40.834669102,-73.905013949,"(40.834669102, -73.905013949)",1302,"1369-1375 Washington Ave, Bronx, NY 10456, USA","1369-1375","Washington Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"3115","01/16/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",47,40.876601708,-73.847733903,"(40.876601708, -73.847733903)",1303,"3471-3473 Boston Rd, Bronx, NY 10469, USA","3471-3473","Boston Road","East Bronx","Bronx","Bronx County","New York","United States","10469","2509",NA,NA
"58031","08/05/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",52,40.867591664,-73.889402005,"(40.867591664, -73.889402005)",1304,"2774-2776 Bainbridge Ave, Bronx, NY 10458, USA","2774-2776","Bainbridge Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"29291","05/01/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",52,40.867121019,-73.900007105,"(40.867121019, -73.900007105)",1305,"2621 Grand Ave, Bronx, NY 10468, USA","2621","Grand Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468","4145",NA,NA
"15461","03/09/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",48,40.858983957,-73.889062042,"(40.858983957, -73.889062042)",1306,"481-529 E 189th St, Bronx, NY 10458, USA","481-529","East 189th Street","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"85288","11/01/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.815940191,-73.929401366,"(40.815940191, -73.929401366)",1307,"357-411 Walton Ave, Bronx, NY 10451, USA","357-411","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451","5406",NA,NA
"11564","02/23/2015","GRAND LARCENY","FELONY","BRONX",50,40.880454619,-73.903075324,"(40.880454619, -73.903075324)",1308,"177-199 W 233rd St, Bronx, NY 10463, USA","177-199","West 233rd Street","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"17121","03/15/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",48,40.859401895,-73.887000738,"(40.859401895, -73.887000738)",1309,"545 E Fordham Rd, Bronx, NY 10458, USA","545","East Fordham Road","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"19072","03/24/2015","OFFENSES AGAINST THE PERSON","MISDEMEANOR","BRONX",44,40.831641048,-73.922518887,"(40.831641048, -73.922518887)",1310,"80 E 165th St, Bronx, NY 10452, USA","80","East 165th Street","West Bronx","Bronx","Bronx County","New York","United States","10452","9104",NA,NA
"92958","12/04/2015","ROBBERY","FELONY","BRONX",44,40.838861771,-73.910306061,"(40.838861771, -73.910306061)",1311,"280 E 171st St, Bronx, NY 10457, USA","280","East 171st Street","West Bronx","Bronx","Bronx County","New York","United States","10457","8901",NA,NA
"86375","11/05/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",48,40.85502101,-73.881199099,"(40.85502101, -73.881199099)",1312,"2449 Southern Blvd, Bronx, NY 10458, USA","2449","Southern Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10458","6501",NA,NA
"99756","12/28/2015","FRAUDS","MISDEMEANOR","BRONX",43,40.833374596,-73.851381471,"(40.833374596, -73.851381471)",1313,"1250 Castle Hill Ave, Bronx, NY 10462, USA","1250","Castle Hill Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","4811",NA,NA
"60862","08/12/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",48,40.845418843,-73.891126766,"(40.845418843, -73.891126766)",1314,"695 E Tremont Ave, Bronx, NY 10457, USA","695","East Tremont Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457","4930",NA,NA
"41068","06/10/2015","GRAND LARCENY","FELONY","BRONX",47,40.894364859,-73.843266001,"(40.894364859, -73.843266001)",1315,"4145 De Reimer Ave, Bronx, NY 10466, USA","4145","De Reimer Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466","2127",NA,NA
"14254","03/04/2015","DANGEROUS DRUGS","FELONY","BRONX",41,40.823198822,-73.889486627,"(40.823198822, -73.889486627)",1316,"993 Aldus St, Bronx, NY 10459, USA","993","Aldus Street","West Bronx","Bronx","Bronx County","New York","United States","10459","3706",NA,NA
"10558","02/16/2015","HARRASSMENT 2","VIOLATION","BRONX",52,40.867307784,-73.903376497,"(40.867307784, -73.903376497)",1317,"2501-2565 Webb Ave, Bronx, NY 10468, USA","2501-2565","Webb Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"86069","11/04/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",42,40.830611515,-73.907281814,"(40.830611515, -73.907281814)",1318,"1162-1206 Washington Ave, Bronx, NY 10456, USA","1162-1206","Washington Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"64551","08/24/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.873671035,-73.908013649,"(40.873671035, -73.908013649)",1319,"31-49 W 225th St, Bronx, NY 10463, USA","31-49","West 225th Street","West Bronx","Bronx","New York County","New York","United States","10463",NA,"New York",NA
